acct_card_no,prob_true
Act_277848,0.9666666666666667
Act_267440,0.9666666666666667
Act_261664,0.9666666666666667
Act_261662,0.9666666666666667
Act_267422,0.9666666666666667
Act_261661,0.9666666666666667
Act_267427,0.9666666666666667
Act_267433,0.9666666666666667
Act_267442,0.9666666666666667
Act_267497,0.9666666666666667
Act_267447,0.9666666666666667
Act_267454,0.9666666666666667
Act_267455,0.9666666666666667
Act_261653,0.9666666666666667
Act_267460,0.9666666666666667
Act_267463,0.9666666666666667
Act_261675,0.9666666666666667
Act_267506,0.9666666666666667
Act_261647,0.9666666666666667
Act_261606,0.9666666666666667
Act_267535,0.9666666666666667
Act_282073,0.9666666666666667
Act_267544,0.9666666666666667
Act_267545,0.9666666666666667
Act_267547,0.9666666666666667
Act_261609,0.9666666666666667
Act_267555,0.9666666666666667
Act_267219,0.9666666666666667
Act_267562,0.9666666666666667
Act_267569,0.9666666666666667
Act_261604,0.9666666666666667
Act_261592,0.9666666666666667
Act_261591,0.9666666666666667
Act_267508,0.9666666666666667
Act_267473,0.9666666666666667
Act_261642,0.9666666666666667
Act_282961,0.9666666666666667
Act_277173,0.9666666666666667
Act_282881,0.9666666666666667
Act_277252,0.9666666666666667
Act_277253,0.9666666666666667
Act_282877,0.9666666666666667
Act_282907,0.9666666666666667
Act_282869,0.9666666666666667
Act_277164,0.9666666666666667
Act_277246,0.9666666666666667
Act_277079,0.9666666666666667
Act_277087,0.9666666666666667
Act_277089,0.9666666666666667
Act_277095,0.9666666666666667
Act_282970,0.9666666666666667
Act_277098,0.9666666666666667
Act_277250,0.9666666666666667
Act_282890,0.9666666666666667
Act_267479,0.9666666666666667
Act_277190,0.9666666666666667
Act_267503,0.9666666666666667
Act_261288,0.9666666666666667
Act_272262,0.9666666666666667
Act_276602,0.9666666666666667
Act_282928,0.9666666666666667
Act_277184,0.9666666666666667
Act_277191,0.9666666666666667
Act_282903,0.9666666666666667
Act_277212,0.9666666666666667
Act_282918,0.9666666666666667
Act_282915,0.9666666666666667
Act_282911,0.9666666666666667
Act_277180,0.9666666666666667
Act_277226,0.9666666666666667
Act_283145,0.9666666666666667
Act_276893,0.9666666666666667
Act_276894,0.9666666666666667
Act_277670,0.9666666666666667
Act_282421,0.9666666666666667
Act_277783,0.9666666666666667
Act_282420,0.9666666666666667
Act_277737,0.9666666666666667
Act_277733,0.9666666666666667
Act_277668,0.9666666666666667
Act_277673,0.9666666666666667
Act_277826,0.9666666666666667
Act_277676,0.9666666666666667
Act_277677,0.9666666666666667
Act_282528,0.9666666666666667
Act_277683,0.9666666666666667
Act_277689,0.9666666666666667
Act_277734,0.9666666666666667
Act_277830,0.9666666666666667
Act_277820,0.9666666666666667
Act_277708,0.9666666666666667
Act_277763,0.9666666666666667
Act_277386,0.9666666666666667
Act_277745,0.9666666666666667
Act_277751,0.9666666666666667
Act_277753,0.9666666666666667
Act_282463,0.9666666666666667
Act_277760,0.9666666666666667
Act_277775,0.9666666666666667
Act_277809,0.9666666666666667
Act_277778,0.9666666666666667
Act_277741,0.9666666666666667
Act_277782,0.9666666666666667
Act_282433,0.9666666666666667
Act_277791,0.9666666666666667
Act_277805,0.9666666666666667
Act_282513,0.9666666666666667
Act_282507,0.9666666666666667
Act_276897,0.9666666666666667
Act_277969,0.9666666666666667
Act_277948,0.9666666666666667
Act_277951,0.9666666666666667
Act_282375,0.9666666666666667
Act_282374,0.9666666666666667
Act_282371,0.9666666666666667
Act_282367,0.9666666666666667
Act_277977,0.9666666666666667
Act_277947,0.9666666666666667
Act_282360,0.9666666666666667
Act_277950,0.9666666666666667
Act_277920,0.9666666666666667
Act_282379,0.9666666666666667
Act_277908,0.9666666666666667
Act_282418,0.9666666666666667
Act_277926,0.9666666666666667
Act_277941,0.9666666666666667
Act_277710,0.9666666666666667
Act_282419,0.9666666666666667
Act_282504,0.9666666666666667
Act_277713,0.9666666666666667
Act_282498,0.9666666666666667
Act_282496,0.9666666666666667
Act_282494,0.9666666666666667
Act_277695,0.9666666666666667
Act_277836,0.9666666666666667
Act_277940,0.9666666666666667
Act_277837,0.9666666666666667
Act_282378,0.9666666666666667
Act_277930,0.9666666666666667
Act_277932,0.9666666666666667
Act_277933,0.9666666666666667
Act_277934,0.9666666666666667
Act_282753,0.9666666666666667
Act_283263,0.9666666666666667
Act_283005,0.9666666666666667
Act_283116,0.9666666666666667
Act_276824,0.9666666666666667
Act_276834,0.9666666666666667
Act_283211,0.9666666666666667
Act_276837,0.9666666666666667
Act_283206,0.9666666666666667
Act_276810,0.9666666666666667
Act_283109,0.9666666666666667
Act_283226,0.9666666666666667
Act_283104,0.9666666666666667
Act_276997,0.9666666666666667
Act_277004,0.9666666666666667
Act_277014,0.9666666666666667
Act_277019,0.9666666666666667
Act_283034,0.9666666666666667
Act_276815,0.9666666666666667
Act_283235,0.9666666666666667
Act_283047,0.9666666666666667
Act_283261,0.9666666666666667
Act_276899,0.9666666666666667
Act_283121,0.9666666666666667
Act_276904,0.9666666666666667
Act_283198,0.9666666666666667
Act_276838,0.9666666666666667
Act_276792,0.9666666666666667
Act_276798,0.9666666666666667
Act_276806,0.9666666666666667
Act_283256,0.9666666666666667
Act_276801,0.9666666666666667
Act_276803,0.9666666666666667
Act_283253,0.9666666666666667
Act_283247,0.9666666666666667
Act_276842,0.9666666666666667
Act_283033,0.9666666666666667
Act_283028,0.9666666666666667
Act_277021,0.9666666666666667
Act_283059,0.9666666666666667
Act_276927,0.9666666666666667
Act_283078,0.9666666666666667
Act_283072,0.9666666666666667
Act_276940,0.9666666666666667
Act_283068,0.9666666666666667
Act_276949,0.9666666666666667
Act_276955,0.9666666666666667
Act_276994,0.9666666666666667
Act_283055,0.9666666666666667
Act_276962,0.9666666666666667
Act_283053,0.9666666666666667
Act_276971,0.9666666666666667
Act_276977,0.9666666666666667
Act_283052,0.9666666666666667
Act_283092,0.9666666666666667
Act_276918,0.9666666666666667
Act_283094,0.9666666666666667
Act_276914,0.9666666666666667
Act_276982,0.9666666666666667
Act_276983,0.9666666666666667
Act_283041,0.9666666666666667
Act_277022,0.9666666666666667
Act_277050,0.9666666666666667
Act_277047,0.9666666666666667
Act_277044,0.9666666666666667
Act_277040,0.9666666666666667
Act_283009,0.9666666666666667
Act_277031,0.9666666666666667
Act_283010,0.9666666666666667
Act_277026,0.9666666666666667
Act_283027,0.9666666666666667
Act_283692,0.9666666666666667
Act_282774,0.9666666666666667
Act_276548,0.9666666666666667
Act_280386,0.9666666666666667
Act_280336,0.9666666666666667
Act_280844,0.9666666666666667
Act_280344,0.9666666666666667
Act_280839,0.9666666666666667
Act_280835,0.9666666666666667
Act_280352,0.9666666666666667
Act_280834,0.9666666666666667
Act_280326,0.9666666666666667
Act_280822,0.9666666666666667
Act_280821,0.9666666666666667
Act_280814,0.9666666666666667
Act_280812,0.9666666666666667
Act_280809,0.9666666666666667
Act_280805,0.9666666666666667
Act_280846,0.9666666666666667
Act_280791,0.9666666666666667
Act_280796,0.9666666666666667
Act_280770,0.9666666666666667
Act_280418,0.9666666666666667
Act_280776,0.9666666666666667
Act_280392,0.9666666666666667
Act_280424,0.9666666666666667
Act_280441,0.9666666666666667
Act_280447,0.9666666666666667
Act_280767,0.9666666666666667
Act_280388,0.9666666666666667
Act_280455,0.9666666666666667
Act_280459,0.9666666666666667
Act_280747,0.9666666666666667
Act_280467,0.9666666666666667
Act_280437,0.9666666666666667
Act_280471,0.9666666666666667
Act_280802,0.9666666666666667
Act_280358,0.9666666666666667
Act_280408,0.9666666666666667
Act_280482,0.9666666666666667
Act_280644,0.9666666666666667
Act_280616,0.9666666666666667
Act_280593,0.9666666666666667
Act_280695,0.9666666666666667
Act_280700,0.9666666666666667
Act_280530,0.9666666666666667
Act_280484,0.9666666666666667
Act_280648,0.9666666666666667
Act_280487,0.9666666666666667
Act_280491,0.9666666666666667
Act_280495,0.9666666666666667
Act_280496,0.9666666666666667
Act_280738,0.9666666666666667
Act_280497,0.9666666666666667
Act_280610,0.9666666666666667
Act_280607,0.9666666666666667
Act_280472,0.9666666666666667
Act_280562,0.9666666666666667
Act_280474,0.9666666666666667
Act_280479,0.9666666666666667
Act_280553,0.9666666666666667
Act_280554,0.9666666666666667
Act_280555,0.9666666666666667
Act_280558,0.9666666666666667
Act_280573,0.9666666666666667
Act_280654,0.9666666666666667
Act_280684,0.9666666666666667
Act_280681,0.9666666666666667
Act_280542,0.9666666666666667
Act_280667,0.9666666666666667
Act_280661,0.9666666666666667
Act_280600,0.9666666666666667
Act_280780,0.9666666666666667
Act_280406,0.9666666666666667
Act_279377,0.9666666666666667
Act_279581,0.9666666666666667
Act_279479,0.9666666666666667
Act_279481,0.9666666666666667
Act_279482,0.9666666666666667
Act_279571,0.9666666666666667
Act_281344,0.9666666666666667
Act_279580,0.9666666666666667
Act_279582,0.9666666666666667
Act_279376,0.9666666666666667
Act_279585,0.9666666666666667
Act_279587,0.9666666666666667
Act_281342,0.9666666666666667
Act_281349,0.9666666666666667
Act_281335,0.9666666666666667
Act_281326,0.9666666666666667
Act_281492,0.9666666666666667
Act_279375,0.9666666666666667
Act_281310,0.9666666666666667
Act_281506,0.9666666666666667
Act_279340,0.9666666666666667
Act_279341,0.9666666666666667
Act_281516,0.9666666666666667
Act_281514,0.9666666666666667
Act_279344,0.9666666666666667
Act_279347,0.9666666666666667
Act_281467,0.9666666666666667
Act_279374,0.9666666666666667
Act_281495,0.9666666666666667
Act_279352,0.9666666666666667
Act_281490,0.9666666666666667
Act_279360,0.9666666666666667
Act_279370,0.9666666666666667
Act_279372,0.9666666666666667
Act_279595,0.9666666666666667
Act_279606,0.9666666666666667
Act_280405,0.9666666666666667
Act_279562,0.9666666666666667
Act_279541,0.9666666666666667
Act_281380,0.9666666666666667
Act_281361,0.9666666666666667
Act_279550,0.9666666666666667
Act_281360,0.9666666666666667
Act_279560,0.9666666666666667
Act_281358,0.9666666666666667
Act_279522,0.9666666666666667
Act_279644,0.9666666666666667
Act_279328,0.9666666666666667
Act_279981,0.9666666666666667
Act_279994,0.9666666666666667
Act_280783,0.9666666666666667
Act_280404,0.9666666666666667
Act_279534,0.9666666666666667
Act_279517,0.9666666666666667
Act_279612,0.9666666666666667
Act_281357,0.9666666666666667
Act_279616,0.9666666666666667
Act_281302,0.9666666666666667
Act_279625,0.9666666666666667
Act_281331,0.9666666666666667
Act_279566,0.9666666666666667
Act_279565,0.9666666666666667
Act_281405,0.9666666666666667
Act_279510,0.9666666666666667
Act_281404,0.9666666666666667
Act_281397,0.9666666666666667
Act_279497,0.9666666666666667
Act_281389,0.9666666666666667
Act_279503,0.9666666666666667
Act_279507,0.9666666666666667
Act_280498,0.9666666666666667
Act_280735,0.9666666666666667
Act_280732,0.9666666666666667
Act_280316,0.9666666666666667
Act_280211,0.9666666666666667
Act_280215,0.9666666666666667
Act_280917,0.9666666666666667
Act_280915,0.9666666666666667
Act_280914,0.9666666666666667
Act_280233,0.9666666666666667
Act_282355,0.9666666666666667
Act_280198,0.9666666666666667
Act_279327,0.9666666666666667
Act_279322,0.9666666666666667
Act_282061,0.9666666666666667
Act_278427,0.9666666666666667
Act_278429,0.9666666666666667
Act_282053,0.9666666666666667
Act_280952,0.9666666666666667
Act_280193,0.9666666666666667
Act_278445,0.9666666666666667
Act_280149,0.9666666666666667
Act_280861,0.9666666666666667
Act_280308,0.9666666666666667
Act_280882,0.9666666666666667
Act_280905,0.9666666666666667
Act_280249,0.9666666666666667
Act_280247,0.9666666666666667
Act_280155,0.9666666666666667
Act_280958,0.9666666666666667
Act_280160,0.9666666666666667
Act_280166,0.9666666666666667
Act_280169,0.9666666666666667
Act_280170,0.9666666666666667
Act_280177,0.9666666666666667
Act_280961,0.9666666666666667
Act_282045,0.9666666666666667
Act_278449,0.9666666666666667
Act_280727,0.9666666666666667
Act_282096,0.9666666666666667
Act_278337,0.9666666666666667
Act_282121,0.9666666666666667
Act_282114,0.9666666666666667
Act_278348,0.9666666666666667
Act_278412,0.9666666666666667
Act_282102,0.9666666666666667
Act_282086,0.9666666666666667
Act_278334,0.9666666666666667
Act_278369,0.9666666666666667
Act_278373,0.9666666666666667
Act_278377,0.9666666666666667
Act_282083,0.9666666666666667
Act_283409,0.9666666666666667
Act_278382,0.9666666666666667
Act_282124,0.9666666666666667
Act_278329,0.9666666666666667
Act_278450,0.9666666666666667
Act_278463,0.9666666666666667
Act_282062,0.9666666666666667
Act_278451,0.9666666666666667
Act_278457,0.9666666666666667
Act_278458,0.9666666666666667
Act_282038,0.9666666666666667
Act_278459,0.9666666666666667
Act_278465,0.9666666666666667
Act_282132,0.9666666666666667
Act_282027,0.9666666666666667
Act_282024,0.9666666666666667
Act_278455,0.9666666666666667
Act_278473,0.9666666666666667
Act_282065,0.9666666666666667
Act_282068,0.9666666666666667
Act_280864,0.9666666666666667
Act_280306,0.9666666666666667
Act_280305,0.9666666666666667
Act_280124,0.9666666666666667
Act_280976,0.9666666666666667
Act_280063,0.9666666666666667
Act_280096,0.9666666666666667
Act_280112,0.9666666666666667
Act_280969,0.9666666666666667
Act_280116,0.9666666666666667
Act_280126,0.9666666666666667
Act_280078,0.9666666666666667
Act_280130,0.9666666666666667
Act_280134,0.9666666666666667
Act_280135,0.9666666666666667
Act_280109,0.9666666666666667
Act_280139,0.9666666666666667
Act_280053,0.9666666666666667
Act_280083,0.9666666666666667
Act_280077,0.9666666666666667
Act_280866,0.9666666666666667
Act_280524,0.9666666666666667
Act_280722,0.9666666666666667
Act_280715,0.9666666666666667
Act_280507,0.9666666666666667
Act_280714,0.9666666666666667
Act_280710,0.9666666666666667
Act_280707,0.9666666666666667
Act_280317,0.9666666666666667
Act_280982,0.9666666666666667
Act_281077,0.9666666666666667
Act_280848,0.9666666666666667
Act_280313,0.9666666666666667
Act_280067,0.9666666666666667
Act_281001,0.9666666666666667
Act_280992,0.9666666666666667
Act_281016,0.9666666666666667
Act_281075,0.9666666666666667
Act_280000,0.9666666666666667
Act_280892,0.9666666666666667
Act_280145,0.9666666666666667
Act_280148,0.9666666666666667
Act_280897,0.9666666666666667
Act_280265,0.9666666666666667
Act_280896,0.9666666666666667
Act_280272,0.9666666666666667
Act_280279,0.9666666666666667
Act_280001,0.9666666666666667
Act_280888,0.9666666666666667
Act_280887,0.9666666666666667
Act_280260,0.9666666666666667
Act_280284,0.9666666666666667
Act_280880,0.9666666666666667
Act_280875,0.9666666666666667
Act_280142,0.9666666666666667
Act_281061,0.9666666666666667
Act_280046,0.9666666666666667
Act_281039,0.9666666666666667
Act_281048,0.9666666666666667
Act_280043,0.9666666666666667
Act_281052,0.9666666666666667
Act_281055,0.9666666666666667
Act_281059,0.9666666666666667
Act_280030,0.9666666666666667
Act_280028,0.9666666666666667
Act_280052,0.9666666666666667
Act_281062,0.9666666666666667
Act_281065,0.9666666666666667
Act_280017,0.9666666666666667
Act_281072,0.9666666666666667
Act_280004,0.9666666666666667
Act_279332,0.9666666666666667
Act_280919,0.9666666666666667
Act_281466,0.9666666666666667
Act_276274,0.9666666666666667
Act_276251,0.9666666666666667
Act_276253,0.9666666666666667
Act_276255,0.9666666666666667
Act_276259,0.9666666666666667
Act_276239,0.9666666666666667
Act_276262,0.9666666666666667
Act_276283,0.9666666666666667
Act_283598,0.9666666666666667
Act_276284,0.9666666666666667
Act_283578,0.9666666666666667
Act_283577,0.9666666666666667
Act_276286,0.9666666666666667
Act_283576,0.9666666666666667
Act_283573,0.9666666666666667
Act_283593,0.9666666666666667
Act_283601,0.9666666666666667
Act_283569,0.9666666666666667
Act_276671,0.9666666666666667
Act_276630,0.9666666666666667
Act_276637,0.9666666666666667
Act_283343,0.9666666666666667
Act_283332,0.9666666666666667
Act_283326,0.9666666666666667
Act_283320,0.9666666666666667
Act_276674,0.9666666666666667
Act_276243,0.9666666666666667
Act_276678,0.9666666666666667
Act_276688,0.9666666666666667
Act_283467,0.9666666666666667
Act_283694,0.9666666666666667
Act_283468,0.9666666666666667
Act_276449,0.9666666666666667
Act_276266,0.9666666666666667
Act_276235,0.9666666666666667
Act_276622,0.9666666666666667
Act_276404,0.9666666666666667
Act_283639,0.9666666666666667
Act_283560,0.9666666666666667
Act_283558,0.9666666666666667
Act_276290,0.9666666666666667
Act_283520,0.9666666666666667
Act_276380,0.9666666666666667
Act_283514,0.9666666666666667
Act_276228,0.9666666666666667
Act_283510,0.9666666666666667
Act_283507,0.9666666666666667
Act_276414,0.9666666666666667
Act_276416,0.9666666666666667
Act_283522,0.9666666666666667
Act_276417,0.9666666666666667
Act_276232,0.9666666666666667
Act_283622,0.9666666666666667
Act_283615,0.9666666666666667
Act_283659,0.9666666666666667
Act_276184,0.9666666666666667
Act_283683,0.9666666666666667
Act_283678,0.9666666666666667
Act_283664,0.9666666666666667
Act_276198,0.9666666666666667
Act_276203,0.9666666666666667
Act_283648,0.9666666666666667
Act_283630,0.9666666666666667
Act_283612,0.9666666666666667
Act_276217,0.9666666666666667
Act_276219,0.9666666666666667
Act_283638,0.9666666666666667
Act_276222,0.9666666666666667
Act_283633,0.9666666666666667
Act_283353,0.9666666666666667
Act_283356,0.9666666666666667
Act_276422,0.9666666666666667
Act_283452,0.9666666666666667
Act_276531,0.9666666666666667
Act_276527,0.9666666666666667
Act_283465,0.9666666666666667
Act_283462,0.9666666666666667
Act_283456,0.9666666666666667
Act_276469,0.9666666666666667
Act_276481,0.9666666666666667
Act_283399,0.9666666666666667
Act_276493,0.9666666666666667
Act_283418,0.9666666666666667
Act_276496,0.9666666666666667
Act_283432,0.9666666666666667
Act_283421,0.9666666666666667
Act_276507,0.9666666666666667
Act_283380,0.9666666666666667
Act_276594,0.9666666666666667
Act_276517,0.9666666666666667
Act_283416,0.9666666666666667
Act_276552,0.9666666666666667
Act_283407,0.9666666666666667
Act_279475,0.9666666666666667
Act_276551,0.9666666666666667
Act_283402,0.9666666666666667
Act_276560,0.9666666666666667
Act_276563,0.9666666666666667
Act_276592,0.9666666666666667
Act_276564,0.9666666666666667
Act_283395,0.9666666666666667
Act_276570,0.9666666666666667
Act_276572,0.9666666666666667
Act_283394,0.9666666666666667
Act_283393,0.9666666666666667
Act_276510,0.9666666666666667
Act_276519,0.9666666666666667
Act_283357,0.9666666666666667
Act_276693,0.9666666666666667
Act_276772,0.9666666666666667
Act_276777,0.9666666666666667
Act_276784,0.9666666666666667
Act_276785,0.9666666666666667
Act_276786,0.9666666666666667
Act_283291,0.9666666666666667
Act_276691,0.9666666666666667
Act_276764,0.9666666666666667
Act_276690,0.9666666666666667
Act_276600,0.9666666666666667
Act_283373,0.9666666666666667
Act_276610,0.9666666666666667
Act_283368,0.9666666666666667
Act_283367,0.9666666666666667
Act_276771,0.9666666666666667
Act_276757,0.9666666666666667
Act_276521,0.9666666666666667
Act_276714,0.9666666666666667
Act_276522,0.9666666666666667
Act_283439,0.9666666666666667
Act_276596,0.9666666666666667
Act_283377,0.9666666666666667
Act_283375,0.9666666666666667
Act_283311,0.9666666666666667
Act_283307,0.9666666666666667
Act_276750,0.9666666666666667
Act_283301,0.9666666666666667
Act_276728,0.9666666666666667
Act_283300,0.9666666666666667
Act_276737,0.9666666666666667
Act_283293,0.9666666666666667
Act_283315,0.9666666666666667
Act_276420,0.9666666666666667
Act_276487,0.9666666666666667
Act_283498,0.9666666666666667
Act_281262,0.9666666666666667
Act_279963,0.9666666666666667
Act_279964,0.9666666666666667
Act_281093,0.9666666666666667
Act_279968,0.9666666666666667
Act_281092,0.9666666666666667
Act_279939,0.9666666666666667
Act_281160,0.9666666666666667
Act_281168,0.9666666666666667
Act_279896,0.9666666666666667
Act_281203,0.9666666666666667
Act_279831,0.9666666666666667
Act_279833,0.9666666666666667
Act_281199,0.9666666666666667
Act_279843,0.9666666666666667
Act_279851,0.9666666666666667
Act_279956,0.9666666666666667
Act_279947,0.9666666666666667
Act_279943,0.9666666666666667
Act_279912,0.9666666666666667
Act_279728,0.9666666666666667
Act_279700,0.9666666666666667
Act_279819,0.9666666666666667
Act_279820,0.9666666666666667
Act_279823,0.9666666666666667
Act_279909,0.9666666666666667
Act_279914,0.9666666666666667
Act_281120,0.9666666666666667
Act_281143,0.9666666666666667
Act_279929,0.9666666666666667
Act_279930,0.9666666666666667
Act_281141,0.9666666666666667
Act_281125,0.9666666666666667
Act_281158,0.9666666666666667
Act_281192,0.9666666666666667
Act_279860,0.9666666666666667
Act_279861,0.9666666666666667
Act_279457,0.9666666666666667
Act_279425,0.9666666666666667
Act_279428,0.9666666666666667
Act_279383,0.9666666666666667
Act_279429,0.9666666666666667
Act_279433,0.9666666666666667
Act_279449,0.9666666666666667
Act_279462,0.9666666666666667
Act_279420,0.9666666666666667
Act_279466,0.9666666666666667
Act_279431,0.9666666666666667
Act_276433,0.9666666666666667
Act_281420,0.9666666666666667
Act_281436,0.9666666666666667
Act_279469,0.9666666666666667
Act_281453,0.9666666666666667
Act_279402,0.9666666666666667
Act_281191,0.9666666666666667
Act_279893,0.9666666666666667
Act_279873,0.9666666666666667
Act_281190,0.9666666666666667
Act_281188,0.9666666666666667
Act_281186,0.9666666666666667
Act_281175,0.9666666666666667
Act_279887,0.9666666666666667
Act_279895,0.9666666666666667
Act_279401,0.9666666666666667
Act_281169,0.9666666666666667
Act_279649,0.9666666666666667
Act_279977,0.9666666666666667
Act_279646,0.9666666666666667
Act_279630,0.9666666666666667
Act_281462,0.9666666666666667
Act_281259,0.9666666666666667
Act_279408,0.9666666666666667
Act_281267,0.9666666666666667
Act_279756,0.9666666666666667
Act_276348,0.9666666666666667
Act_283541,0.9666666666666667
Act_283540,0.9666666666666667
Act_276353,0.9666666666666667
Act_276354,0.9666666666666667
Act_276360,0.9666666666666667
Act_276372,0.9666666666666667
Act_276373,0.9666666666666667
Act_276374,0.9666666666666667
Act_283481,0.9666666666666667
Act_284116,0.9666666666666667
Act_277995,0.9666666666666667
Act_282352,0.9666666666666667
Act_279743,0.9666666666666667
Act_279745,0.9666666666666667
Act_283545,0.9666666666666667
Act_276337,0.9666666666666667
Act_276334,0.9666666666666667
Act_283523,0.9666666666666667
Act_276441,0.9666666666666667
Act_276444,0.9666666666666667
Act_276418,0.9666666666666667
Act_279717,0.9666666666666667
Act_276440,0.9666666666666667
Act_283487,0.9666666666666667
Act_283527,0.9666666666666667
Act_276332,0.9666666666666667
Act_276375,0.9666666666666667
Act_276291,0.9666666666666667
Act_283556,0.9666666666666667
Act_276310,0.9666666666666667
Act_276314,0.9666666666666667
Act_276324,0.9666666666666667
Act_279749,0.9666666666666667
Act_276292,0.9666666666666667
Act_281245,0.9666666666666667
Act_279680,0.9666666666666667
Act_281252,0.9666666666666667
Act_279731,0.9666666666666667
Act_279653,0.9666666666666667
Act_279662,0.9666666666666667
Act_281292,0.9666666666666667
Act_281287,0.9666666666666667
Act_279691,0.9666666666666667
Act_281233,0.9666666666666667
Act_281270,0.9666666666666667
Act_279701,0.9666666666666667
Act_279775,0.9666666666666667
Act_279695,0.9666666666666667
Act_279734,0.9666666666666667
Act_279696,0.9666666666666667
Act_279816,0.9666666666666667
Act_279682,0.9666666666666667
Act_279814,0.9666666666666667
Act_279776,0.9666666666666667
Act_279784,0.9666666666666667
Act_279742,0.9666666666666667
Act_279779,0.9666666666666667
Act_279785,0.9666666666666667
Act_279794,0.9666666666666667
Act_281238,0.9666666666666667
Act_279707,0.9666666666666667
Act_281231,0.9666666666666667
Act_279800,0.9666666666666667
Act_281239,0.9666666666666667
Act_281229,0.9666666666666667
Act_272528,0.9405685980685982
Act_271403,0.9333333333333333
Act_273534,0.9333333333333333
Act_271412,0.9333333333333333
Act_273611,0.9333333333333333
Act_273513,0.9333333333333333
Act_271348,0.9333333333333333
Act_271346,0.9333333333333333
Act_273667,0.9333333333333333
Act_273669,0.9333333333333333
Act_271416,0.9333333333333333
Act_273545,0.9333333333333333
Act_273523,0.9333333333333333
Act_271429,0.9333333333333333
Act_271433,0.9333333333333333
Act_271400,0.9333333333333333
Act_271434,0.9333333333333333
Act_271435,0.9333333333333333
Act_273501,0.9333333333333333
Act_271447,0.9333333333333333
Act_271453,0.9333333333333333
Act_273590,0.9333333333333333
Act_271282,0.9333333333333333
Act_273479,0.9333333333333333
Act_271352,0.9333333333333333
Act_273548,0.9333333333333333
Act_271285,0.9333333333333333
Act_271290,0.9333333333333333
Act_273693,0.9333333333333333
Act_273698,0.9333333333333333
Act_271315,0.9333333333333333
Act_273649,0.9333333333333333
Act_273652,0.9333333333333333
Act_273654,0.9333333333333333
Act_273642,0.9333333333333333
Act_271360,0.9333333333333333
Act_271318,0.9333333333333333
Act_271319,0.9333333333333333
Act_271324,0.9333333333333333
Act_271326,0.9333333333333333
Act_273626,0.9333333333333333
Act_273625,0.9333333333333333
Act_271335,0.9333333333333333
Act_273619,0.9333333333333333
Act_271338,0.9333333333333333
Act_273613,0.9333333333333333
Act_273662,0.9333333333333333
Act_271303,0.9333333333333333
Act_271273,0.9333333333333333
Act_271258,0.9333333333333333
Act_271265,0.9333333333333333
Act_273714,0.9333333333333333
Act_271269,0.9333333333333333
Act_271272,0.9333333333333333
Act_273706,0.9333333333333333
Act_271274,0.9333333333333333
Act_273666,0.9333333333333333
Act_271357,0.9333333333333333
Act_273835,0.9333333333333333
Act_271362,0.9333333333333333
Act_273908,0.9333333333333333
Act_273891,0.9333333333333333
Act_271060,0.9333333333333333
Act_271049,0.9333333333333333
Act_273943,0.9333333333333333
Act_273939,0.9333333333333333
Act_271058,0.9333333333333333
Act_273928,0.9333333333333333
Act_271059,0.9333333333333333
Act_271061,0.9333333333333333
Act_273895,0.9333333333333333
Act_271067,0.9333333333333333
Act_273910,0.9333333333333333
Act_273901,0.9333333333333333
Act_273886,0.9333333333333333
Act_273900,0.9333333333333333
Act_271074,0.9333333333333333
Act_273832,0.9333333333333333
Act_271139,0.9333333333333333
Act_271140,0.9333333333333333
Act_271208,0.9333333333333333
Act_273769,0.9333333333333333
Act_271042,0.9333333333333333
Act_271193,0.9333333333333333
Act_273760,0.9333333333333333
Act_273761,0.9333333333333333
Act_273762,0.9333333333333333
Act_273889,0.9333333333333333
Act_271133,0.9333333333333333
Act_273595,0.9333333333333333
Act_271048,0.9333333333333333
Act_273594,0.9333333333333333
Act_273592,0.9333333333333333
Act_271369,0.9333333333333333
Act_273549,0.9333333333333333
Act_273570,0.9333333333333333
Act_271378,0.9333333333333333
Act_273564,0.9333333333333333
Act_271383,0.9333333333333333
Act_271385,0.9333333333333333
Act_271391,0.9333333333333333
Act_271255,0.9333333333333333
Act_273723,0.9333333333333333
Act_273727,0.9333333333333333
Act_271129,0.9333333333333333
Act_273876,0.9333333333333333
Act_273875,0.9333333333333333
Act_271085,0.9333333333333333
Act_273871,0.9333333333333333
Act_271086,0.9333333333333333
Act_271099,0.9333333333333333
Act_271106,0.9333333333333333
Act_273851,0.9333333333333333
Act_271114,0.9333333333333333
Act_273843,0.9333333333333333
Act_271125,0.9333333333333333
Act_271128,0.9333333333333333
Act_273721,0.9333333333333333
Act_274381,0.9333333333333333
Act_273963,0.9333333333333333
Act_271029,0.9333333333333333
Act_270899,0.9333333333333333
Act_270866,0.9333333333333333
Act_270879,0.9333333333333333
Act_270882,0.9333333333333333
Act_270883,0.9333333333333333
Act_270895,0.9333333333333333
Act_274060,0.9333333333333333
Act_274055,0.9333333333333333
Act_274027,0.9333333333333333
Act_270900,0.9333333333333333
Act_270908,0.9333333333333333
Act_274044,0.9333333333333333
Act_274043,0.9333333333333333
Act_274035,0.9333333333333333
Act_270925,0.9333333333333333
Act_270746,0.9333333333333333
Act_270744,0.9333333333333333
Act_270728,0.9333333333333333
Act_270725,0.9333333333333333
Act_270560,0.9333333333333333
Act_270572,0.9333333333333333
Act_270585,0.9333333333333333
Act_274379,0.9333333333333333
Act_274377,0.9333333333333333
